~from,~to
48507,13022
72240,104789
45291,104789
17273,55047
54209,85424
78845,73861
19305,122120
126848,114131
126833,89322
65742,16198
59102,87238
3709,22750
13941,22750
45179,122667
45179,74717
99063,118029
79794,72119
15518,72119
77658,20073
63942,129528
68011,129528
92655,96169
123722,107389
17443,137434
122547,91965
88254,90253
121152,15057
96912,95961
48502,90695
136437,135519
60667,20303
20303,20303
62079,143100
66926,117179
61269,106463
24848,103604
80150,84743
131506,49455
80188,57781
114635,115885
31620,115885
55965,131464
142497,131464
104032,72662
78504,5159
34413,5159
90499,61923
98091,75120
112838,138764
30832,142211
2478,127741
69314,113452
63725,61390
69159,104435
6540,104435
72877,104435
61519,42555
142327,86471
48303,86471
17535,38230
68254,38230
44013,53172
112666,10326
3852,71501
106325,98922
128916,98485
81978,81978
34413,107453
120129,4978
52899,139162
17443,61218
109574,56752
1672,103444
72086,7438
80472,95078
80598,42180
106440,92286
58936,30204
107496,2857
53768,84648
13941,119907
86051,113695
24717,131693
92655,64227
118211,48612
136330,72036
67540,34974
37440,124335
46977,47492
53996,132705
133904,27609
92361,137977
76740,111108
98791,88688
101505,84358
19277,139891
104834,31095
32820,116862
100550,86514
12159,82137
61269,63170
40873,71169
20718,57776
17973,79675
54520,77896
2177,52943
72527,99126
16008,30338
118966,92268
91151,89681
19519,135551
79082,66475
105152,52505
71989,29828
2717,69417
82741,69417
20568,69417
23378,69417
120794,69417
118092,41735
68183,13169
5733,90071
91411,91411
101706,3083
63725,41796
61087,17413
57210,93458
64483,93458
95683,134990
82260,134990
6422,23192
141782,17195
33736,90646
90502,65885
33917,51736
131084,79972
79972,79972
7136,79972
10416,124212
100167,138292
127695,113738
130074,91573
57740,72670
101706,31866
64483,31866
110665,41008
109425,18069
84762,136577
21556,119135
76477,1221
69680,94398
21939,94398
44994,118397
12801,111008
75307,101565
19856,41545
84185,132520
15518,99308
21767,67543
7611,127068
20165,102096
19335,49078
808,115066
133742,37025
107261,37025
73901,62619
122700,73055
6422,73352
32927,117863
36061,2894
92475,83161
134656,123246
50299,58787
62437,67820
35935,75242
64828,129768
65655,123304
126848,91992
115715,18328
90607,121006
82120,129642
109209,86830
95593,86830
61519,7842
63725,35385
33406,8484
135283,8484
71985,136374
75307,4343
134807,66373
112805,17939
35935,90989
94216,87386
11685,126378
97521,7594
63942,130768
141532,130768
110897,19453
14005,129662
110897,42330
58936,63152
94787,80984
105525,24137
12228,88701
100241,121534
84762,34153
138765,133402
10027,81898
70996,120842
98134,125399
121275,99434
8766,64902
20299,64902
19368,54399
24789,139986
62437,139986
38202,35896
77247,35896
83007,19093
73861,119071
117111,39891
33736,132582
70963,37142
86136,51480
40204,51480
102523,99972
107464,118988
17320,19595
113877,81822
129966,81822
3709,78020
18401,4643
133522,62328
134049,1906
94760,42139
33544,69710
113008,25276
5006,116481
91093,59128
86755,136961
110136,116619
101706,49773
68418,117393
50317,74827
2372,61585
49574,61585
142660,73816
29310,132006
73507,13435
21939,13435
109630,13435
110207,80492
19277,132021
18791,132021
32883,135081
68254,135081
57330,3839
72877,3839
113790,95866
11420,59315
42389,78755
109624,142450
10485,21940
49885,52793
88254,39507
96908,15551
33300,57732
60917,126190
129225,93594
46790,135930
80472,135930
68693,125262
72809,29031
32820,124109
100241,52409
20832,138035
17443,140970
93638,38992
124832,42604
37853,64649
77726,19968
96945,5837
99851,105538
73901,52263
135740,134357
61519,103507
89210,85121
50142,37141
87317,119182
30246,46671
11685,138390
122452,98180
125298,6386
131084,24988
88254,98443
21767,14937
133145,88926
20718,88926
106551,72833
97603,72833
60951,42353
82907,69989
39211,90003
55033,90003
108710,127335
113558,76282
18401,71864
128032,20218
122988,76071
112701,36060
91721,68203
68203,68203
52061,65535
30605,85813
39769,44030
123937,140285
11384,11748
45923,133591
65358,65358
111767,113697
80472,102151
71195,35320
63725,60884
90042,15084
110665,50223
121152,23647
56069,7281
136351,136351
22432,12282
16345,34773
28098,10530
25315,59408
21827,105700
102523,125517
121275,132577
88254,118885
85256,61846
43321,3643
54120,125839
85281,116808
136206,59748
79396,80868
42219,110591
3736,14703
95683,92980
102599,108207
79082,87995
126833,98549
108882,41061
141638,32402
122988,47338
68216,33552
138007,74893
43371,123001
64442,46729
3736,38418
110897,14593
14791,14791
92584,76374
94760,76374
37440,114311
136351,93354
1186,93354
2388,27743
25895,133907
45923,45923
141782,92980
56073,57581
135740,105914
91257,81234
60539,81234
62250,81234
122251,81234
41507,81234
46949,81234
32556,81234
123022,81234
999,42268
9767,113964
59412,31415
67540,49321
11685,92319
8946,104565
33736,59783
61184,61184
50934,61184
47719,21007
77401,21007
132080,132080
125298,58462
9767,136388
40521,45274
8227,114847
40689,11927
24427,51250
2388,47314
112214,88263
44013,107115
105525,115185
120496,23095
65742,45987
30208,54676
6701,17044
92875,100163
106623,10632
31107,131971
24493,127277
15811,124857
66704,127241
134652,142551
85256,94004
115064,136388
48507,104702
38446,40880
56069,62030
7925,39447
35704,113497
120810,33192
66148,48057
5733,18818
55765,26371
7368,58445
142660,3938
43041,3938
102523,137447
64887,102548
57393,26979
120810,117062
51885,138816
77855,138816
32556,37504
14226,37504
75301,75578
98091,63173
77,84158
9767,49064
91825,126261
46977,48623
53906,49165
43371,144047
140619,47303
87868,132874
1252,120216
83253,22087
100983,114429
74455,19540
114431,3831
46095,62294
92010,106511
16177,34486
84350,63792
59755,63792
32487,141615
125337,36891
38073,99349
60409,99349
19891,53838
39413,44773
116732,121865
60917,39095
100241,83193
29137,69723
109373,43356
121746,14599
2365,14599
117804,14599
136675,27732
54939,131737
58936,131737
42537,132221
103165,40128
36763,39821
54115,66245
82705,45440
79578,82557
70040,99306
105099,35426
63600,35426
28829,87083
48507,90472
92475,71372
1711,71372
18759,29829
64413,103028
37440,50338
142660,25326
999,141287
20568,47293
104493,32447
97778,81767
20478,44823
135226,112804
135417,83779
142878,4832
125167,105921
82260,21585
67540,120532
90607,70118
67858,48765
49285,124264
59899,124264
113977,67781
65298,42919
102523,24175
75646,122685
99416,33475
1087,42499
104512,81920
113947,112906
82147,62324
23724,56402
101706,76504
131345,29129
97546,40169
32927,68642
42389,102944
42389,38886
48640,113641
117919,69778
48624,125477
105525,110047
27309,129613
61087,987
107267,115834
76136,24328
48507,120068
96890,47445
52653,131662
25071,33784
142146,60131
78393,123588
114495,12083
2478,141808
106238,37715
137587,108123
104323,107187
43321,56633
68756,29309
31107,12680
41832,136634
17190,28980
112154,59702
48303,75556
109275,75556
138114,80503
51429,43260
18914,43260
48624,136888
138214,61746
115298,129837
142327,129837
57503,81585
130074,81585
110665,54672
137973,56882
134652,32658
27526,129545
21767,83218
51639,101490
44994,3079
94688,88574
13377,78488
56433,72359
75646,72359
56073,72359
61745,136249
118092,63714
75210,130215
33300,48328
58102,77691
121749,69530
102523,117991
33736,116278
95823,124081
73440,2412
34413,99893
94609,26056
127829,16043
73828,120387
110897,41666
16725,34121
36061,91759
140766,56041
47737,100391
118411,24270
104834,133308
50076,26618
6422,103722
78393,124022
16345,115711
68945,100067
16227,139150
129844,92100
107496,107073
51639,60266
90596,15277
61269,136008
67858,104825
107464,104825
19277,130721
104032,97190
3393,52993
22432,43382
102523,9447
4735,1981
6340,70428
102590,88844
133375,132061
6422,103366
109380,396
43371,75003
30634,139101
93406,90093
32881,58331
6540,45884
77990,3029
8150,109340
35935,36432
115513,13785
91411,17182
20755,97453
94216,74735
35641,124916
5733,45938
37996,34756
59755,119600
18389,110167
91013,74663
99418,77326
9589,76963
115386,125283
114135,143190
61691,143190
2492,121660
61269,74849
28829,64896
63725,83999
112615,136623
15295,48338
31162,2765
96969,51765
55973,85340
59755,108287
17995,102524
58936,102524
3709,68188
20165,82153
118092,49919
135740,38533
118871,123658
130074,125163
3709,97995
56073,112845
127036,112845
54748,112845
94216,38935
140937,52189
133145,124505
47773,105691
5970,105691
10534,98388
117539,117539
18066,102715
38446,102715
136055,68618
23674,68618
118809,107862
142660,37624
64433,54259
115386,81347
48333,94257
7840,102120
54520,124041
86547,14635
93406,128415
69686,80363
140178,126724
99302,3741
12159,82218
8227,69861
6742,110095
63445,104776
1711,64682
43851,133539
58797,109267
102523,94131
61977,18679
137349,95780
9125,25025
140766,101661
78716,10520
131084,10520
98951,141339
28098,54684
78716,54814
31935,45117
123722,90373
56204,76813
109624,46490
90722,111449
76136,64519
60179,60179
115386,71711
67540,64271
99521,94353
74930,6957
57216,15189
6422,75399
107699,8488
64048,7376
34041,128433
141616,128433
115761,92772
128365,92772
51429,92772
113386,92772
127829,92772
83253,92772
110665,68277
13576,61502
113980,88721
36213,48778
102369,120866
86186,120866
104032,51357
94862,20832
137973,141082
19305,134833
52899,114267
35018,84314
24790,105532
63445,110070
132445,126437
96488,40665
138177,55896
61793,55896
103754,55896
128031,55896
13292,49535
4222,589
82309,44214
33485,84147
137973,51749
78716,58458
20755,58458
55710,58102
134144,121889
84350,41791
133852,110127
44623,110127
104032,43251
60342,113214
107267,21072
78860,106099
132803,101764
62613,87757
143500,24596
78860,22720
133974,55840
999,139489
117797,130944
62153,101964
32663,20724
77401,61021
61269,40376
139311,112547
140482,135677
82835,108389
42129,112698
19252,5603
41325,5603
114431,133788
85256,55375
96912,104968
54457,30191
62437,121252
50934,121252
64442,141926
73507,4200
50580,135717
142497,32692
87673,96388
60667,96388
99851,96388
28545,93320
60002,98352
70992,72393
7124,29373
102437,55647
101706,49480
53407,8145
93502,54847
21767,129869
67761,54772
52653,80747
47737,33176
100203,135729
17499,14450
126074,6859
70471,119298
24717,119298
74789,119298
62015,40429
98091,67656
54120,65018
23446,65018
17443,107200
125317,108901
21263,3814
120794,32692
39211,119298
88254,125640
21040,143559
49036,81076
123135,90384
113277,114215
89391,84940
79055,136114
109209,113881
83726,46888
7124,73929
12530,139460
64195,81656
12179,131378
118285,80956
80472,115351
54115,4555
5733,68248
108509,30497
67026,102140
67540,99508
5959,84289
32556,141092
32927,42836
24030,24030
118536,49016
139236,58294
8620,93228
75574,79592
100942,71450
68945,5894
64343,5894
44013,125616
110207,70687
90499,100843
106180,132220
61269,47346
59279,120129
43937,120129
19324,88223
138114,262
33544,262
75307,42985
27004,61520
54770,139260
109630,18320
115493,120592
105364,75258
98181,144043
8002,25122
84986,141851
38157,69939
34947,140831
122547,98087
72086,98087
50962,35986
79421,95978
98221,26296
28814,88254
82705,57760
140705,73010
115761,141852
72527,13624
7980,124435
10780,93351
61269,102619
75307,93651
88254,85954
15295,84884
12179,130776
115715,110412
138728,129587
49709,60213
16595,95204
61977,114795
62589,104002
118411,135091
65126,139354
17443,72212
55033,87899
21767,136628
17443,85395
130494,4182
69192,48395
142732,126739
70992,14159
11859,31894
28545,135535
35018,112301
20165,19008
56029,21798
67044,58960
97578,49468
60213,58590
84762,133618
21263,74155
59755,120612
79082,54525
109116,143506
77658,53124
126074,72842
61269,46997
123028,10030
74930,56097
7443,56097
7124,56097
135819,23358
76515,134736
21497,34863
11420,34863
103606,34863
7646,91693
110897,52830
100983,57708
107496,115926
67540,22716
133145,89793
2009,37608
49326,73978
91663,45091
77247,2322
7646,69683
2388,50933
114495,41606
15712,41606
121152,34558
129477,92853
60342,106659
138007,105505
68781,39068
60342,64706
120525,123823
104957,123823
135211,37163
31648,104942
29978,134520
64343,23753
91151,29162
72240,30253
115493,93481
81155,57348
136437,16087
113558,14850
126375,8599
134049,133203
134317,67606
111699,58282
69175,51462
43338,51462
91093,120279
108428,137384
42623,20834
64510,101074
54520,68262
61745,130749
40521,141394
21305,88297
118809,73814
57393,79741
40204,29700
49036,43135
69411,108160
35114,143060
110116,142536
7629,54855
31813,28731
13377,131806
21040,4099
54115,70737
78716,110354
18878,44216
4718,55081
36251,29498
68945,118894
54748,162
16345,73631
95734,10752
96231,60832
102095,60832
133063,120226
72877,135799
135740,73413
85490,48375
57887,50564
33736,5960
73440,95940
40521,23416
32056,130380
84986,105603
120794,105603
31603,71300
67540,58055
8002,117871
56069,44670
121568,131383
53170,131383
135226,103335
126000,947
103428,28048
79477,80759
100349,7098
13756,67615
80834,67615
59820,66743
119502,105560
111035,97710
50672,140
57887,67394
40521,15764
4304,53640
130663,83237
116272,14114
129323,138791
63870,112662
68945,71607
85256,73468
93615,118106
33300,62988
16068,36426
48396,39065
36086,39065
90607,76285
136351,4602
118871,115166
118809,112502
39379,59950
24790,139005
5944,86516
87696,118805
24790,39932
26506,136620
63600,89156
7368,133838
110540,56099
138696,67511
23888,5090
110136,10763
21767,83857
105525,41
104834,119829
140489,130235
85456,130235
118092,84950
64564,84950
53690,96794
64442,81588
131084,105233
33300,89915
52437,26984
32437,2533
63600,2533
79082,21318
113630,136348
100937,31165
46949,31235
36213,31235
88254,73710
67438,142667
25166,52900
94477,136793
31192,14668
62613,85240
76572,70039
97574,10255
43410,139631
92653,105143
111422,105143
78169,14715
112092,40931
28829,68957
4031,3125
35018,57218
53422,119865
141532,77730
138445,42067
67026,42067
69411,127790
48502,127416
21305,53896
98555,7710
88254,79607
25445,50910
49026,16763
9125,16763
72240,16763
103428,62462
56069,11906
75307,47670
57618,106462
72215,116450
138669,80010
57618,90411
17995,110376
2177,37424
2177,37424
16435,143860
55980,81540
118092,78822
26320,129248
100881,21519
99063,127997
72240,49962
51769,31928
18066,49847
126749,112671
66148,112671
1672,5722
70486,37471
48585,138147
136437,40476
16177,132768
61269,11473
72119,73783
43935,93632
63942,82633
97726,91021
142878,1102
114495,3042
27172,103470
61629,126691
68203,42808
56149,30587
28560,29395
125298,39550
102046,123043
116960,105002
10416,112628
52886,9466
72240,100061
86218,58947
135226,134932
33544,138396
92438,83184
102523,94369
46241,111736
3709,33628
128655,87669
41133,87669
79696,87669
36675,129625
35078,129625
98817,84461
140766,127196
87696,101862
112762,143415
45191,133911
100069,133911
18759,28741
37953,117742
141782,9104
115761,6872
13608,139601
11273,136838
11866,139624
110897,136077
28814,136077
44013,4023
7136,39293
129716,39293
98951,18267
88254,103283
96065,43523
133850,84888
93488,134605
126000,87878
20488,102079
52462,128876
11420,106911
114404,142125
98181,71273
17190,122099
29715,126633
132941,45827
136828,103188
21497,132313
8008,75806
19368,27595
36763,67094
14111,116961
80532,105573
98421,124689
78504,129278
117365,15357
138177,113490
101655,105736
82485,60945
6422,32879
13496,12120
109574,135877
50036,141300
42432,141300
94264,49179
114495,136295
11685,106149
21767,62094
85256,75954
76544,17469
38310,63758
55033,64094
110897,45779
87753,129013
73901,76070
25071,13789
33736,5483
61977,108904
119092,45644
29310,74823
33686,48489
135155,54904
106279,17515
118281,80716
2390,80716
108572,70765
126444,94128
115270,53515
53910,33432
77308,107679
59047,86938
140013,76284
90028,129655
143183,129655
46009,1695
5944,76033
73870,125507
142633,10348
21305,35074
61519,41656
90033,13076
21767,36708
3709,17356
63600,56490
33736,906
131935,116361
95516,116361
22432,141213
75307,35679
49891,11533
75307,21361
53690,21361
46790,83994
15518,107914
129976,107914
42231,55847
90499,9689
116960,100545
68203,66764
24336,9362
50962,125069
69996,125069
18925,125069
99679,107514
99679,96039
78426,96039
14005,72116
59956,140702
34842,82175
123722,38905
64510,95332
90228,132215
11866,45598
4800,14059
109034,14059
132022,59005
4374,50185
102779,17743
75083,142819
47175,97304
59820,59960
71506,36010
23519,135872
109574,47459
46509,78037
1747,5613
140319,76627
116496,50982
30805,87218
31897,23592
86755,115575
61269,5409
79082,2768
22432,83593
49555,108475
110136,140520
9116,62058
67796,3879
75646,3879
86906,3879
31813,116489
57393,132271
44013,97610
94216,104143
72119,32883
93858,32883
17535,32883
57887,91453
42389,86590
11685,68435
68781,95636
116732,122000
3608,68915
101706,141392
133599,81493
52308,107740
24493,77866
49992,122787
95861,122787
92438,32457
85648,27180
84006,133257
5944,83005
98134,115681
28814,78647
94862,108249
33089,83256
1577,99148
6540,1000
13941,45290
138765,67051
9125,76128
107067,78070
114792,8935
136419,9935
29351,130388
129791,9154
113759,9154
76515,83321
27549,47089
75307,13107
78393,29223
142146,117467
7124,36784
90722,87791
50317,77118
93406,88293
77156,91261
79972,22524
9767,44649
109116,13620
125557,141822
98817,133620
27126,10761
46586,10761
49214,21873
113790,123030
75646,124815
85456,124815
41325,124815
33736,4275
123173,102902
1424,35292
75307,38739
75923,53398
21767,57458
11645,35550
68088,102017
26320,129950
74930,86536
19917,57456
121152,97459
7261,14335
117365,13362
45291,36057
48640,72245
1577,79975
21939,119604
134815,116220
58630,72452
82369,143370
61585,58218
115064,58218
78954,58218
133145,11688
61585,110116
103428,140324
30279,49855
129844,49855
27549,25723
8227,97238
123937,12420
110893,138097
32927,101221
597,61934
26506,54045
66188,74445
114576,114576
22201,18400
74449,127294
76912,99623
28114,49398
134242,115613
115334,140711
99204,120890
137802,21059
105365,65084
79578,58321
90385,121100
65392,67564
82811,72173
71111,72173
61087,72173
143931,135364
13946,89526
67439,51643
99418,51643
8150,12314
49026,132642
61817,10513
54120,10513
73182,51147
34056,140378
119382,23540
110496,23540
79082,101413
38897,57631
89416,6095
18290,79574
119403,39654
136419,619
108246,77667
135309,34377
136206,99531
78716,104032
11685,104032
53422,117381
99851,8427
1186,76960
128031,123808
30451,39890
107267,88231
17887,114691
80472,123355
8699,54638
129966,4727
112154,4727
82120,76355
94862,61806
69950,106942
131167,11736
1706,38000
124832,96813
129893,70285
57618,70285
118281,133152
1577,59918
48784,2826
72119,41059
22447,59058
110665,48521
29436,204
134854,34608
86051,93422
58801,55729
123694,96379
131078,124186
12179,132689
110897,103664
23709,129549
116234,78731
63445,104171
61269,69626
135552,115831
66447,16539
92438,16539
100937,46026
133787,122169
35018,72240
130492,32971
98349,16204
136419,35714
39545,92926
17887,87168
109116,139438
67985,139438
106398,53551
90153,22904
124302,46317
21939,40247
69175,2242
75301,78732
113558,141544
138274,116745
110046,42127
48620,115919
118092,19911
90596,133300
21484,103836
126074,99127
13941,122193
112776,64912
99679,13823
61977,40101
91825,91825
33736,10024
21263,106651
123722,3165
52462,129519
113277,17495
8227,1158
30244,21671
96794,21671
50174,8324
61691,8324
28566,81957
140414,100224
16345,14019
40873,34324
73507,116708
48168,58168
94520,33675
29220,119591
93488,142521
83156,12823
81978,12823
53860,21300
123722,121834
19382,92712
72367,23384
3709,133202
58936,133202
303,141819
53779,44772
30634,111646
123937,106300
128908,8343
118285,70894
97431,119391
21767,66413
33736,129657
46287,102456
2177,16869
39339,31308
79578,141872
140585,115363
72981,77893
33300,109444
27126,121642
22559,91688
35935,57010
61691,30592
42231,38916
84762,112593
140532,36484
41325,36484
136350,96730
78393,43055
61269,134853
56069,123343
4374,61748
101505,133287
28814,133287
133787,1996
75307,48832
123937,25489
53906,26959
22019,98744
34937,122400
37853,96496
48303,64462
78716,26583
5361,133163
79082,139860
140937,116994
133145,120698
9590,63383
88254,63383
120794,16410
46790,53263
55765,53263
77,51284
122700,131286
82957,122451
53535,129418
28626,50085
30244,10754
88729,31080
41832,74484
140319,64161
109585,64161
4918,39796
47714,124320
90156,26401
31162,64937
42389,38535
69175,87766
32899,83618
46535,83869
131084,47752
60951,1424
55691,118034
59047,28782
63870,120353
115386,40830
96227,22807
55980,75497
8324,57143
142374,57143
47714,58781
109624,49080
135309,75146
104512,24740
55980,128147
135226,128147
68011,12265
122547,132637
113783,132637
57204,94179
137973,22402
76544,71907
4031,104829
29220,140805
123694,77336
22432,132507
57203,54901
81776,96094
40491,136504
138305,4868
73901,136195
119533,133941
27196,135263
38446,102054
33909,133195
42389,86588
54770,136595
31734,45739
90502,61081
96912,58719
107699,9983
105936,37757
3393,29878
141952,67332
129,53218
27309,111130
137802,3085
19904,131570
43638,100110
48507,31260
35569,131610
33862,74644
15823,42623
97521,75418
73901,91767
85456,81256
9125,128147
66406,101164
49026,5168
32556,104829
93098,39242
118809,143757
72119,10100
68781,80297
141487,118637
43410,66923
49891,36171
58605,82737
69347,53700
27962,53700
120309,139539
4222,52388
11265,125338
43041,131597
23653,118549
80598,90951
33150,121677
131974,73810
84063,73810
35114,46621
43041,125336
47200,34553
37953,132162
94760,135796
17176,128952
10603,36252
64048,49066
29620,84878
48746,63110
60525,97169
93740,68390
48507,132286
125298,19203
12179,32056
121519,39852
92203,119047
31707,113017
130828,109922
107794,3085
83871,47970
123722,116893
61269,44984
78716,61887
18389,97639
26320,95217
129844,25789
43689,109732
92875,76611
77401,134429
1252,104184
100349,45810
35018,29880
26141,85995
77202,8566
109315,15614
102779,42623
91151,129191
6540,31656
58779,18109
28507,94270
25895,120870
110170,129406
79082,85312
42025,87176
11405,59308
90499,106976
26320,25185
115908,72128
75307,119114
108882,46040
12807,48149
41064,140468
33862,140049
102716,52457
30279,81256
28814,42100
63725,6630
60525,52305
8699,85291
110412,134533
45191,103917
125298,47756
24517,62814
60686,131092
6160,68254
9589,57448
123722,136195
9767,106974
20666,133675
37681,19137
631,135796
75210,128952
114792,117957
7925,81145
61745,131725
74930,83823
26906,83823
98689,86587
23162,32056
97546,3085
40324,113301
109516,109516
73861,59089
77401,23688
118285,53068
114818,120547
52558,94280
34937,85995
114818,134469
21178,120065
95822,141665
121638,1536
90567,128609
18389,124954
73436,94689
116294,38320
94073,128558
93740,128558
111509,11616
112961,98667
84185,62573
107658,133599
18925,59308
105364,120021
135740,54507
65533,41354
142878,77442
15282,75887
36251,91973
67796,30128
107067,57615
109574,33600
113306,87214
7754,113914
121152,53571
58785,66897
115454,112658
30605,16953
45746,81256
141487,79892
41200,39326
44013,15398
44994,24938
31545,75847
103428,21739
142604,111486
140532,130
43410,56003
60409,56003
78169,56003
5391,1112
81155,18351
41200,58506
140766,137733
46949,119557
68410,68254
114570,59727
75301,137329
87614,142395
5663,81256
92599,124588
93292,95601
97844,107464
101706,14199
118871,60345
87317,133157
131356,95284
125298,25517
53426,120001
143835,120001
85456,128855
75307,138435
132941,43028
113306,114476
48044,88019
119403,44972
29620,110295
122104,64590
28626,45277
88729,5288
57618,127333
76515,123201
39379,111533
97695,99174
135309,33540
135740,134051
59820,15604
61269,87175
113980,60999
79822,51699
108246,51699
131284,51699
76386,140628
139133,140628
14944,140628
133599,29338
61443,130899
43131,52215
116960,89400
23114,81164
37681,101568
24030,137826
12801,24647
6160,15772
28127,56746
8926,46120
102369,131636
37463,65118
17443,19772
8150,101939
113558,58127
110454,61605
32927,101332
1164,105
112199,90609
54115,119229
45088,91340
112199,74495
87102,126934
117797,126934
46287,126934
72297,126934
4400,126934
92361,126934
54520,126934
112776,5241
56174,3117
109777,38742
52899,93917
134807,77981
111716,134661
93406,73563
69996,48303
142604,56180
3709,136291
110391,59018
85240,92030
56927,79503
34897,46168
107496,135971
32556,128299
32247,30910
31897,118003
39379,118003
129791,118003
55973,87546
88254,87546
62622,28869
63914,71264
61671,71264
56069,76585
75722,56542
13377,41198
17190,107887
49026,135300
51637,61015
29620,82576
106180,100745
102523,71333
103206,3157
52816,4263
77247,138564
75307,9592
10416,41635
6422,54252
58936,43115
123722,3531
80150,109502
3450,7022
36540,36540
113499,112523
136351,112523
136350,56522
52816,122977
95861,109095
35569,13762
29747,3525
112888,3129
130104,21018
53688,77956
143835,11226
73870,3451
29965,73433
73901,108192
106200,11167
94216,98374
94216,71843
134594,113414
53878,72660
79396,12051
7246,107219
134500,134500
115761,97093
19157,44810
31484,80543
93858,138049
139133,68877
87696,113031
142878,16759
117053,28029
42623,126301
8002,21063
27506,524
24030,16451
73901,4462
27126,35383
62079,5411
31020,5411
92438,91172
54520,25040
3785,64611
7124,64611
21767,45591
34209,34209
90028,34209
73901,42581
62622,52395
111763,102963
49857,41240
107067,11797
13206,110359
102437,38746
84762,112451
17863,10772
80906,91306
103428,130825
75307,29660
4249,138481
59755,127747
80150,76835
43522,18812
16008,15811
135309,89302
49190,78809
21263,9142
87696,47466
38310,80260
21767,91320
42025,68001
43371,137524
110136,55889
73034,113878
22531,136538
12179,76167
117919,33239
7293,97624
96065,49944
28814,24006
56653,129059
131415,129059
14226,110480
23313,6708
128908,34135
121611,141203
62622,129709
87351,110270
61269,110270
16447,134993
66406,129175
110897,26632
23131,117397
46225,71972
53690,71972
107067,14093
59820,115922
138886,119218
95807,60999
141487,96644
81155,62574
70963,45661
102523,76552
114431,131636
10485,90371
37853,65138
1186,107463
20478,99357
106483,114007
4222,17952
139006,70067
115835,33489
102523,134263
15295,62301
131750,125994
88398,63498
102398,79666
23114,91172
92584,64611
140705,142784
18759,41240
128655,49501
142660,13793
122700,117694
10485,134942
37197,61455
122988,40357
76053,6702
68410,52646
76198,95758
63740,118391
23378,55889
58801,129933
131706,18751
73901,105025
76,110480
19368,3310
18791,7629
98791,89813
114495,11351
121275,11351
72487,67681
74689,130899
46346,99223
122700,53710
75307,82973
63725,9686
35078,127354
5733,92596
60179,80713
117725,94777
47465,26331
117660,9026
54770,51485
52437,17993
42219,94634
25315,86382
34897,84217
12530,84217
53690,84217
92361,84217
93104,91299
59899,3071
112805,121108
42623,136629
18759,6418
85456,4047
122700,71685
8150,21366
98134,132385
62153,132385
10534,122492
140013,37294
54115,41717
110102,63550
64048,139168
5733,92722
110897,40041
90567,64037
57210,20645
83871,55501
56169,3397
122700,131306
6742,131306
109034,131306
133599,141327
58936,129486
133145,54914
8766,80713
28626,92111
97434,87950
113499,57986
31734,16799
72240,94812
100983,109206
63445,109206
89728,89368
18914,64383
138007,15560
73901,65731
125317,142643
142497,17336
109743,17336
81826,54453
52886,100194
94216,143338
8227,2264
98555,5799
84006,13135
29310,3601
113759,37710
113405,30868
137446,56071
6422,62690
109879,95461
110540,10974
131167,88529
106180,69820
6124,98501
106420,38567
21767,122926
43935,86589
136419,87139
133599,42134
120465,78867
68781,33131
117274,33131
35520,20994
49709,85081
71518,22932
85648,84820
33300,126984
82260,10784
52886,12417
96908,90985
21767,138338
94090,101656
110971,86502
7723,69310
105525,143608
7980,80103
138728,99543
6212,24563
137802,19877
8376,119962
73901,18897
61269,116126
59047,60967
57518,29948
133145,29200
133762,102104
40521,138707
24988,31690
3770,104147
140766,11132
120794,11132
140013,104473
57393,108125
84840,110184
110184,110184
68924,110184
94760,108732
28098,39658
50076,62004
7629,117838
109544,112463
90042,111369
7840,108026
54949,81979
56174,14962
7407,21573
129180,104286
67540,4379
4833,4833
140319,4833
87317,10927
133570,48041
136320,4591
3642,6158
53407,6158
130828,13023
33675,130840
119092,68539
61585,74945
47737,118085
65167,140814
47737,34937
126749,120164
57525,124154
138998,11657
107496,87053
97574,31149
103676,136462
131167,141805
54949,31149
130808,137125
48507,120522
63725,10702
58801,111434
133375,125677
124175,90275
80150,90275
21767,103130
94477,88590
117365,109189
19891,38753
76572,66929
130808,26542
4035,24293
24790,20914
102523,110285
1672,110285
18401,89916
27126,66487
41585,39352
39379,117367
82705,117367
49574,113236
82260,18379
123722,124017
140489,124017
8150,56235
125557,25130
113802,133216
110264,11218
72119,42749
18290,113043
95734,106179
18410,106179
33300,124498
41228,127408
104804,141004
53860,94871
82260,100885
105152,100885
76,51273
53050,6667
71367,6667
61269,116670
112962,136166
68512,59993
130208,109079
631,26303
46335,78156
48303,32192
137587,6546
72086,52437
49206,54900
95422,36642
59755,83424
60951,133348
30244,131262
112840,131262
136961,77459
94774,105045
49891,85114
28814,140445
72215,130834
133375,111650
88254,116923
134070,54265
61671,70855
43522,108670
69192,88370
124175,12214
121152,42435
808,40968
113008,117167
39065,48805
65392,89455
37578,100627
999,116323
15477,38822
32663,65200
128391,121709
128655,75565
132445,13144
42129,51485
138114,72739
92870,100732
60179,117195
63811,11132
47140,130729
24789,43712
84876,75471
88254,121250
143410,93489
94216,72277
96969,141004
18290,54900
110203,113207
78716,93333
16008,3363
18759,41625
119122,99077
5733,51722
95734,117367
105091,118325
94280,93725
90607,8082
66447,21784
85256,91685
92424,4418
125317,125317
141782,107037
6422,94715
33300,85124
55965,55251
50317,55251
73828,54670
71985,93150
115106,95328
135279,12580
